"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
19,6,124.645,2.096,1,0,3,"feel useless","FP101","run2","change","ill-being"
20,4,129.623,2.062,2,0,6,"live a meaningful life","FP101","run2","change","well-being"
21,5,134.794,2.707,1,0,4,"feel encouraged","FP101","run2","change","social"
22,5,139.745,1.42,1,0,3,"have good friends","FP101","run2","change","social"
23,4,144.761,1.627,1,0,3,"positive","FP101","run2","change","well-being"
24,6,150.087,1.853,1,0,3,"feel worthless","FP101","run2","change","ill-being"
25,2,164.894,1.526,1,0,6,"have warm relationships","FP101","run2","self","social"
26,1,169.985,1.116,1,0,1,"proud","FP101","run2","self","well-being"
27,1,175.005,1.679,1,0,3,"like myself","FP101","run2","self","well-being"
28,3,179.993,1.94,2,0,5,"unable to cope","FP101","run2","self","ill-being"
29,2,184.977,1.148,1,0,7,"have trusting relationships","FP101","run2","self","social"
30,2,189.916,1.656,1,0,2,"trusted","FP101","run2","self","social"
31,5,204.578,2.179,2,0,3,"am cared for","FP101","run2","change","social"
32,5,209.594,1.179,1,1,4,"isolated","FP101","run2","change","social"
33,6,214.534,0.95,1,0,1,"stressed","FP101","run2","change","ill-being"
34,5,219.626,1.458,1,0,6,"belong in social group","FP101","run2","change","social"
35,4,224.607,2.357,1,0,2,"hopeful","FP101","run2","change","well-being"
36,4,229.593,1.34,1,0,2,"happy","FP101","run2","change","well-being"
1,3,5.064,2.533,2,0,2,"fearful","FP102","run1","self","ill-being"
2,3,10.097,1.436,1,0,3,"overwhelmed","FP102","run1","self","ill-being"
3,2,15.121,1.115,1,0,3,"am cared for","FP102","run1","self","social"
4,2,20.226,1.435,1,1,4,"isolated","FP102","run1","self","social"
5,1,25.179,1.882,1,0,5,"satisfied with life","FP102","run1","self","well-being"
6,1,30.279,1.702,2,0,2,"joyful","FP102","run1","self","well-being"
7,4,44.943,2.885,1,0,4,"engaged in tasks","FP102","run1","change","well-being"
8,4,49.929,2.196,1,0,2,"happy","FP102","run1","change","well-being"
9,6,54.913,2.292,1,0,2,"anxious","FP102","run1","change","ill-being"
10,6,59.863,1.558,1,0,1,"stressed","FP102","run1","change","ill-being"
11,5,64.812,3.137,1,0,7,"have trusting relationships","FP102","run1","change","social"
12,6,69.845,2.304,2,0,5,"unable to cope","FP102","run1","change","ill-being"
13,3,84.545,2.571,2,0,3,"feel worthless","FP102","run1","self","ill-being"
14,3,89.875,1.226,1,0,4,"feel rejected","FP102","run1","self","ill-being"
15,1,94.828,2.025,2,0,3,"positive","FP102","run1","self","well-being"
16,1,99.778,1.419,1,0,1,"proud","FP102","run1","self","well-being"
17,2,104.719,1.558,2,1,2,"angry","FP102","run1","self","social"
18,3,109.706,1.475,1,0,2,"nervous","FP102","run1","self","ill-being"
19,6,124.528,2.413,1,0,2,"lonely","FP102","run1","change","ill-being"
20,4,129.544,1.909,1,0,3,"achieve goals","FP102","run1","change","well-being"
21,5,134.523,2.53,2,0,1,"loved","FP102","run1","change","social"
22,5,139.628,1.704,1,0,3,"helped by friends","FP102","run1","change","social"
23,4,144.578,2.203,1,0,2,"hopeful","FP102","run1","change","well-being"
24,6,149.562,1.275,1,0,1,"sad","FP102","run1","change","ill-being"
25,2,164.461,2.28,2,0,6,"have warm relationships","FP102","run1","self","social"
26,1,169.782,1.423,2,0,3,"like myself","FP102","run1","self","well-being"
27,1,174.727,2.534,1,0,6,"live a purposeful life","FP102","run1","self","well-being"
28,3,179.705,1.291,1,0,5,"feel unimportant","FP102","run1","self","ill-being"
29,2,184.876,1.321,1,0,3,"have good friends","FP102","run1","self","social"
30,2,189.827,2.018,2,0,4,"feel encouraged","FP102","run1","self","social"
31,5,204.524,2.753,1,0,6,"belong in social group","FP102","run1","change","social"
32,5,209.477,1.896,1,0,2,"trusted","FP102","run1","change","social"
33,6,214.46,2.689,2,0,3,"feel useless","FP102","run1","change","ill-being"
34,5,219.409,2.076,1,0,5,"comfortable with friends","FP102","run1","change","social"
35,4,224.388,2.032,1,0,6,"live a meaningful life","FP102","run1","change","well-being"
36,4,229.408,1.605,1,0,5,"interested in life","FP102","run1","change","well-being"
1,3,5.058,2.303,2,0,2,"anxious","FP102","run2","self","ill-being"
2,3,10.076,0.948,1,0,1,"stressed","FP102","run2","self","ill-being"
3,2,15.41,2.454,1,0,7,"have trusting relationships","FP102","run2","self","social"
4,2,20.361,0.936,1,0,1,"loved","FP102","run2","self","social"
5,1,25.355,1.501,1,0,4,"engaged in tasks","FP102","run2","self","well-being"
6,1,30.309,1.276,2,0,2,"happy","FP102","run2","self","well-being"
7,4,45.126,2.435,1,0,5,"satisfied with life","FP102","run2","change","well-being"
8,4,50.106,1.447,1,0,2,"joyful","FP102","run2","change","well-being"
9,6,55.093,1.46,1,0,2,"fearful","FP102","run2","change","ill-being"
10,6,60.426,2.479,2,0,3,"overwhelmed","FP102","run2","change","ill-being"
11,5,65.376,3.417,1,0,3,"am cared for","FP102","run2","change","social"
12,6,70.471,2.69,1,0,3,"feel worthless","FP102","run2","change","ill-being"
13,3,85.143,1.874,2,0,5,"unable to cope","FP102","run2","self","ill-being"
14,3,90.319,2.426,1,0,2,"lonely","FP102","run2","self","ill-being"
15,1,95.305,2.855,2,0,3,"achieve goals","FP102","run2","self","well-being"
16,1,100.292,1.516,2,0,2,"hopeful","FP102","run2","self","well-being"
17,2,105.313,0.984,1,0,3,"helped by friends","FP102","run2","self","social"
18,3,110.26,1.437,1,0,1,"sad","FP102","run2","self","ill-being"
19,6,124.959,3.058,1,0,4,"feel rejected","FP102","run2","change","ill-being"
20,4,129.976,2.177,2,0,3,"positive","FP102","run2","change","well-being"
21,5,134.916,2.1,2,1,4,"isolated","FP102","run2","change","social"
22,5,139.858,1.398,1,1,2,"angry","FP102","run2","change","social"
23,4,144.958,1.563,1,0,1,"proud","FP102","run2","change","well-being"
24,6,149.978,2.486,1,0,2,"nervous","FP102","run2","change","ill-being"
25,2,164.641,2.207,2,0,6,"belong in social group","FP102","run2","self","social"
26,1,169.591,1.585,1,0,6,"live a meaningful life","FP102","run2","self","well-being"
27,1,174.541,1.539,1,0,5,"interested in life","FP102","run2","self","well-being"
28,3,179.641,1.968,1,0,3,"feel useless","FP102","run2","self","ill-being"
29,2,184.625,0.952,1,0,2,"trusted","FP102","run2","self","social"
30,2,189.608,1.344,1,0,5,"comfortable with friends","FP102","run2","self","social"
31,5,204.308,3.356,1,0,6,"have warm relationships","FP102","run2","change","social"
32,5,209.254,1.602,1,0,3,"have good friends","FP102","run2","change","social"
33,6,214.592,2.297,1,0,5,"feel unimportant","FP102","run2","change","ill-being"
34,5,219.774,2.41,2,0,4,"feel encouraged","FP102","run2","change","social"
35,4,224.757,3.435,2,0,3,"like myself","FP102","run2","change","well-being"
36,4,229.741,1.524,1,0,6,"live a purposeful life","FP102","run2","change","well-being"
1,3,5.068,2.856,2,0,5,"feel unimportant","FP103","run1","self","ill-being"
2,3,10.013,1.399,2,0,1,"sad","FP103","run1","self","ill-being"
3,2,14.967,1.124,2,1,4,"isolated","FP103","run1","self","social"
4,2,20.001,1.355,1,0,3,"have good friends","FP103","run1","self","social"
5,1,24.984,0.932,1,0,3,"achieve goals","FP103","run1","self","well-being"
6,1,29.967,0.669,1,0,2,"joyful","FP103","run1","self","well-being"
7,4,44.784,1.708,1,0,5,"satisfied with life","FP103","run1","change","well-being"
8,4,49.767,1.261,1,0,6,"live a meaningful life","FP103","run1","change","well-being"
9,6,54.946,1.746,1,0,2,"fearful","FP103","run1","change","ill-being"
10,6,59.9,0.28,1,0,3,"feel useless","FP103","run1","change","ill-being"
11,5,64.851,0.441,1,0,1,"loved","FP103","run1","change","social"
12,6,69.833,1.339,1,0,3,"feel worthless","FP103","run1","change","ill-being"
13,3,84.533,1.662,2,0,4,"feel rejected","FP103","run1","self","ill-being"
14,3,89.554,0.922,2,0,2,"lonely","FP103","run1","self","ill-being"
15,1,94.5,1.12,1,0,2,"hopeful","FP103","run1","self","well-being"
16,1,99.483,1.033,1,0,4,"engaged in tasks","FP103","run1","self","well-being"
17,2,104.431,1.085,1,0,3,"helped by friends","FP103","run1","self","social"
18,3,109.533,1.223,2,0,5,"unable to cope","FP103","run1","self","ill-being"
19,6,124.196,1.408,1,0,3,"overwhelmed","FP103","run1","change","ill-being"
20,4,129.215,1.652,1,0,3,"like myself","FP103","run1","change","well-being"
21,5,134.232,0.899,1,0,2,"trusted","FP103","run1","change","social"
22,5,139.182,0.829,1,0,4,"feel encouraged","FP103","run1","change","social"
23,4,144.127,0.973,1,0,2,"happy","FP103","run1","change","well-being"
24,6,149.081,0.699,1,0,2,"nervous","FP103","run1","change","ill-being"
25,2,163.791,1.525,1,0,6,"have warm relationships","FP103","run1","self","social"
26,1,168.811,0.849,1,0,6,"live a purposeful life","FP103","run1","self","well-being"
27,1,173.832,0.716,1,0,1,"proud","FP103","run1","self","well-being"
28,3,178.815,2.965,1,0,2,"anxious","FP103","run1","self","ill-being"
29,2,183.915,1.064,1,0,7,"have trusting relationships","FP103","run1","self","social"
30,2,188.859,1.201,2,1,2,"angry","FP103","run1","self","social"
31,5,203.565,1.247,1,0,3,"am cared for","FP103","run1","change","social"
32,5,208.739,0.928,1,0,5,"comfortable with friends","FP103","run1","change","social"
33,6,213.682,1.13,1,0,1,"stressed","FP103","run1","change","ill-being"
34,5,219.014,1.886,1,0,6,"belong in social group","FP103","run1","change","social"
35,4,224.033,0.419,1,0,5,"interested in life","FP103","run1","change","well-being"
36,4,228.981,0.558,1,0,3,"positive","FP103","run1","change","well-being"
1,3,5.065,1.568,2,0,2,"fearful","FP103","run2","self","ill-being"
2,3,10.015,0.931,2,0,3,"feel useless","FP103","run2","self","ill-being"
3,2,14.957,0.805,1,0,1,"loved","FP103","run2","self","social"
4,2,20.281,0.968,1,0,2,"trusted","FP103","run2","self","social"
5,1,25.231,1.235,1,0,5,"satisfied with life","FP103","run2","self","well-being"
6,1,30.182,2.516,1,0,6,"live a meaningful life","FP103","run2","self","well-being"
7,4,44.846,1.507,1,0,3,"achieve goals","FP103","run2","change","well-being"
8,4,50.181,0.836,1,0,2,"joyful","FP103","run2","change","well-being"
9,6,55.503,1.25,1,0,5,"feel unimportant","FP103","run2","change","ill-being"
10,6,60.481,0.105,1,0,1,"sad","FP103","run2","change","ill-being"
11,5,65.577,0.201,1,1,4,"isolated","FP103","run2","change","social"
12,6,70.597,1.333,1,0,4,"feel rejected","FP103","run2","change","ill-being"
13,3,85.414,1.635,2,0,3,"feel worthless","FP103","run2","self","ill-being"
14,3,90.362,1.664,2,0,3,"overwhelmed","FP103","run2","self","ill-being"
15,1,95.347,2.438,1,0,3,"like myself","FP103","run2","self","well-being"
16,1,100.447,0.922,1,0,2,"happy","FP103","run2","self","well-being"
17,2,105.622,1.027,1,0,4,"feel encouraged","FP103","run2","self","social"
18,3,110.563,1.582,1,0,2,"nervous","FP103","run2","self","ill-being"
19,6,125.447,1.162,1,0,2,"lonely","FP103","run2","change","ill-being"
20,4,130.463,0.45,1,0,2,"hopeful","FP103","run2","change","well-being"
21,5,135.444,0.341,1,0,3,"have good friends","FP103","run2","change","social"
22,5,140.397,0.981,1,0,3,"helped by friends","FP103","run2","change","social"
23,4,145.346,0.991,1,0,4,"engaged in tasks","FP103","run2","change","well-being"
24,6,150.33,1.207,1,0,5,"unable to cope","FP103","run2","change","ill-being"
25,2,165.029,1.5,1,0,3,"am cared for","FP103","run2","self","social"
26,1,170.013,1.029,1,0,5,"interested in life","FP103","run2","self","well-being"
27,1,174.954,0.655,1,0,3,"positive","FP103","run2","self","well-being"
28,3,179.975,1.25,1,0,1,"stressed","FP103","run2","self","ill-being"
29,2,185.012,1.013,1,0,5,"comfortable with friends","FP103","run2","self","social"
30,2,189.996,1.061,1,0,6,"belong in social group","FP103","run2","self","social"
31,5,204.81,1.559,1,0,6,"have warm relationships","FP103","run2","change","social"
32,5,209.762,0.447,1,0,7,"have trusting relationships","FP103","run2","change","social"
33,6,214.712,0.457,1,0,2,"anxious","FP103","run2","change","ill-being"
34,5,219.696,0.377,1,1,2,"angry","FP103","run2","change","social"
35,4,224.679,1.043,1,0,6,"live a purposeful life","FP103","run2","change","well-being"
36,4,229.661,0.588,1,0,1,"proud","FP103","run2","change","well-being"
1,3,5.043,1.249,2,0,2,"nervous","FP104","run1","self","ill-being"
2,3,9.996,1.688,2,0,1,"stressed","FP104","run1","self","ill-being"
3,2,14.983,1.949,1,0,6,"have warm relationships","FP104","run1","self","social"
4,2,20.079,1.565,1,0,1,"loved","FP104","run1","self","social"
5,1,25.107,1.377,1,0,2,"happy","FP104","run1","self","well-being"
6,1,30.061,1.518,1,0,5,"interested in life","FP104","run1","self","well-being"
7,4,45.095,1.948,1,0,2,"hopeful","FP104","run1","change","well-being"
8,4,50.043,3.225,1,0,5,"satisfied with life","FP104","run1","change","well-being"
9,6,54.995,3.081,1,0,2,"anxious","FP104","run1","change","ill-being"
10,6,59.945,3.515,2,0,4,"feel rejected","FP104","run1","change","ill-being"
11,5,64.97,2.602,1,0,5,"comfortable with friends","FP104","run1","change","social"
12,6,69.956,3.144,1,0,5,"feel unimportant","FP104","run1","change","ill-being"
13,3,84.761,1.243,2,0,1,"sad","FP104","run1","self","ill-being"
14,3,89.703,1.5,2,0,3,"feel worthless","FP104","run1","self","ill-being"
15,1,94.692,2.543,1,0,1,"proud","FP104","run1","self","well-being"
16,1,99.711,2.229,1,0,4,"engaged in tasks","FP104","run1","self","well-being"
17,2,104.728,1.908,2,0,3,"helped by friends","FP104","run1","self","social"
18,3,109.668,1.776,2,0,2,"lonely","FP104","run1","self","ill-being"
19,6,124.711,2.285,1,0,3,"overwhelmed","FP104","run1","change","ill-being"
20,4,129.694,3.294,1,0,6,"live a purposeful life","FP104","run1","change","well-being"
21,5,134.787,2.993,1,0,2,"trusted","FP104","run1","change","social"
22,5,139.773,3.599,1,0,4,"feel encouraged","FP104","run1","change","social"
23,4,144.794,4.41,1,0,3,"achieve goals","FP104","run1","change","well-being"
24,6,149.744,3.54,2,0,2,"fearful","FP104","run1","change","ill-being"
25,2,164.408,1.3,2,1,2,"angry","FP104","run1","self","social"
26,1,169.427,1.905,1,0,3,"like myself","FP104","run1","self","well-being"
27,1,174.597,1.878,1,0,3,"positive","FP104","run1","self","well-being"
28,3,179.577,1.523,2,0,3,"feel useless","FP104","run1","self","ill-being"
29,2,184.521,2.834,1,0,6,"belong in social group","FP104","run1","self","social"
30,2,189.626,1.394,2,1,4,"isolated","FP104","run1","self","social"
31,5,204.319,3.085,1,0,3,"have good friends","FP104","run1","change","social"
32,5,209.273,1.891,2,0,7,"have trusting relationships","FP104","run1","change","social"
33,6,214.592,3.363,1,0,5,"unable to cope","FP104","run1","change","ill-being"
34,5,219.576,2.764,2,0,3,"am cared for","FP104","run1","change","social"
35,4,224.517,2.463,1,0,2,"joyful","FP104","run1","change","well-being"
36,4,229.504,2.98,1,0,6,"live a meaningful life","FP104","run1","change","well-being"
1,3,5.048,1.334,2,0,2,"anxious","FP104","run2","self","ill-being"
2,3,10.036,1.379,2,0,4,"feel rejected","FP104","run2","self","ill-being"
3,2,15.371,1.211,1,0,5,"comfortable with friends","FP104","run2","self","social"
4,2,20.322,2.38,1,0,2,"trusted","FP104","run2","self","social"
5,1,25.305,1.518,1,0,2,"hopeful","FP104","run2","self","well-being"
6,1,30.634,1.773,1,0,5,"satisfied with life","FP104","run2","self","well-being"
7,4,45.339,1.644,1,0,2,"happy","FP104","run2","change","well-being"
8,4,50.43,2.64,2,0,5,"interested in life","FP104","run2","change","well-being"
9,6,55.451,1.724,1,0,2,"nervous","FP104","run2","change","ill-being"
10,6,60.472,1.367,1,0,1,"stressed","FP104","run2","change","ill-being"
11,5,65.422,2.881,1,0,6,"have warm relationships","FP104","run2","change","social"
12,6,70.362,1.468,1,0,1,"sad","FP104","run2","change","ill-being"
13,3,85.072,1.703,2,0,5,"feel unimportant","FP104","run2","self","ill-being"
14,3,90.021,1.746,2,0,3,"overwhelmed","FP104","run2","self","ill-being"
15,1,94.964,1.699,1,0,6,"live a purposeful life","FP104","run2","self","well-being"
16,1,99.951,2.32,1,0,3,"achieve goals","FP104","run2","self","well-being"
17,2,104.937,1.638,1,0,4,"feel encouraged","FP104","run2","self","social"
18,3,110.038,1.473,2,0,2,"fearful","FP104","run2","self","ill-being"
19,6,124.935,2.784,2,0,3,"feel worthless","FP104","run2","change","ill-being"
20,4,130.038,2.377,1,0,1,"proud","FP104","run2","change","well-being"
21,5,135.054,3.328,2,0,1,"loved","FP104","run2","change","social"
22,5,139.996,2.627,1,0,3,"helped by friends","FP104","run2","change","social"
23,4,144.937,2.574,1,0,4,"engaged in tasks","FP104","run2","change","well-being"
24,6,149.887,2.144,2,0,2,"lonely","FP104","run2","change","ill-being"
25,2,164.613,1.809,1,0,3,"have good friends","FP104","run2","self","social"
26,1,169.6,2.35,1,0,2,"joyful","FP104","run2","self","well-being"
27,1,174.587,1.092,1,0,6,"live a meaningful life","FP104","run2","self","well-being"
28,3,179.537,1.958,2,0,5,"unable to cope","FP104","run2","self","ill-being"
29,2,184.487,1.735,1,0,7,"have trusting relationships","FP104","run2","self","social"
30,2,189.47,1.649,1,0,3,"am cared for","FP104","run2","self","social"
31,5,204.204,2.507,1,1,2,"angry","FP104","run2","change","social"
32,5,209.219,1.996,2,0,6,"belong in social group","FP104","run2","change","social"
33,6,214.316,2.779,1,0,3,"feel useless","FP104","run2","change","ill-being"
34,5,219.336,2.439,1,1,4,"isolated","FP104","run2","change","social"
35,4,224.502,2.92,2,0,3,"like myself","FP104","run2","change","well-being"
36,4,229.443,3.3,1,0,3,"positive","FP104","run2","change","well-being"
1,3,5.055,2.294,1,0,3,"overwhelmed","FP106","run1","self","ill-being"
2,3,10.073,1.628,2,0,2,"fearful","FP106","run1","self","ill-being"
3,2,15.027,1.346,1,0,1,"loved","FP106","run1","self","social"
4,2,20.014,2.143,1,0,5,"comfortable with friends","FP106","run1","self","social"
5,1,25.334,1.191,1,0,2,"joyful","FP106","run1","self","well-being"
6,1,30.321,1.66,1,0,1,"proud","FP106","run1","self","well-being"
7,4,45.028,1.785,1,0,3,"positive","FP106","run1","change","well-being"
8,4,50.011,2.89,1,0,6,"live a purposeful life","FP106","run1","change","well-being"
